MoveId,CharacterId,Command,Hit level,Damage,Start up frame,Block frame,Hit frame,Counter hit frame,Notes
5478,40,"qcb+3, 2, 1","l, m, h","14,20,25",18~19 (20~) 1~,-10~-9,KMeD,KMeD,
5479,40,"qcb+3, 2, 3","l, m, l","14,20,14",18~19 (20~) 1~,-13~-12,0~+1,KND,
5480,40,qcb+4,h,28,15~16 (17~),+1~+2,KND,CS,"Homing, Tail spin"
5481,40,qcb+1+2,m?,22,18~19 (20~),-14~-13,Launch,Launch,
5482,41,in rage 1+2,m,"55 (10,7,7,31)",20 pc8~17,-22,KND,KND,Rage art
5483,41,"in rage d/b+2, 4","m, h (TJ)","12,12",-14,+6~+7,KND,KND,"Rage art, Tail spin"
5484,41,"in rage d/b+2, 4, d/f","m, h (TJ), (SNK)","12,12",-14,+19~+20g,KND,KND,"Rage art, Tail spin"
5485,41,1,h,7,10,1,8,8,
5486,41,"1, 2","h, h","7,9",10,-1,5,5,
5487,41,"1, 2, 2","h, h, m","7,9,17",10,-11~-10,+3~+4,CS (12~13),
5488,41,"1, 2, 3","h, h, h","7,9,18",10,-8,3,3,
5489,41,"1, 2, 3, D/F","h, h, h (SNK)","7,9,18",10,-2,9,9,
5490,41,"1, 2, 4","h, h, m","7,9,20",10,-13~-11,KND,KND,
5491,41,2,h,10,10,0,6,6,
5492,41,"2, 1","h, m","10,7",10,-4~-3,+2~+3,+2~+3,
5493,41,"2, 3","h, h","10,18",10,-8,3,3,
5494,41,"2, 3, d/f","h, h (SNK)","10,18",10,-1,10,10,
5495,41,3 or 3+4,h,20,14,-8,+13g,+13g,
5496,41,"3, D/F","h, (SNK)",20,14s,-1,+20g,+20g,
5497,41,4,h,16,11,-10,1,KND,
5498,41,"4, 1","h, h","16,12",11,-5,4,4,
5499,41,"4, 3","h, h","16,21",11,-1~0,KND,KND,Tail spin
5500,41,"4, 4","h, m","16,25",11,-13~-12,KND,KND,
5501,41,f+2,h,12,12,-8,-2,-2,
5502,41,"f+2, 3","h, h","12,20",12,-12,KND,KND,
5503,41,"f+2, 4","h, l","12,13",12,-13~-12,-2~-1,KND,
5504,41,"f+2, 4, D/F","h, l, (SNK)","12,13",12,-4~-3,+7~+8,KND,
5505,41,"f+2, 4, d/f, d/b (Cancel)","h, l, (Special)","12,13",12s,-18~-17,-7~-8,KND,
5506,41,"f+2, 4, 4","h, l, h","12,13,21",12,-3~-2,+14~+15kg,Tail spin,Tail spin
5507,41,f+3,m (TJ),17,21 js13~,-5~-4,+6~+7,KND,
5508,41,f+4,h,17,15,-2,+15k,KND,"Tail spin, Homing"
5509,41,f+3+4,mm (TJ),"14,14","22~23, 28 js11~24",-11,+1s,+1s,
5510,41,"f+3+4, D/F","mm (TJ), (SNK)","14,14","22~23, 28 js11~24",1,+13s,+13s,
5511,41,d/f+1,m,12,13~14,-1~-2,+5~+6,+5~+6,
5512,41,d/f+2,m,13,15~16,-7~-6,Launch (JG?)(+4a),Launch (JG?),
5513,41,d/f+3,m,20,17,-9,+12kg,+12kg,"Tail spin, Homing"
5514,41,d/f+4,m,16,14,-9,2,2,
5515,41,d+2,m?,18,18~19,-6~-5,+8~+9,+8~+9,
5516,41,d+3,l (TC),14,16~17s cs6~,-14~-13,0~+1,0~+1,
5517,41,"d+3, D/F","l (TC), (SNK)",14,16~17 cs6~,-11~-10,+3~+4,+3~+4,
5518,41,d+4,l,13,19,-12,1,1,
5519,41,d/b+2,m,11,14,-10,1,1,
5520,41,"d/b+2, D/F","m, (SNK)",11,14,-3,8,8,
5521,41,"d/b+2, 1","m, h","11,24",14,-11,KND,KND,
5522,41,d/b+3,l,15,20~21,-17~-16,-6~-5,-6~-5,
5523,41,"d/b+3, 4","l, h","15,23",cs6~,-13,KND,KND,
5524,41,d/b+4,h,30,20 cs6~,-13,KND,KND,
5525,41,d/b+1+2,!,40,64~65,CS,CS,CS,
5526,41,b+1,m,18,19~20,-9~-8s,+3~+4s,KND,
5527,41,b+3,m,20,18~19,0~+1s,+3~+4s,KND,
5528,41,b+4,m,20,17,-15,2,KND,
5529,41,u/b+3,m (TJ),16,25~26 js9~,-7~-6,+4~+5,+4~+5,
5530,41,u+3,m (TJ),21,25~26 js9~,-7~-6,KND,KND,
5531,41,u/f+3,m (TJ),22,25~26 js9~,-7~-6,KND,KND,
5532,41,u/b or u or u/f+4,m (TJ),13,15~17 js9~,-13~-11,Launch (JG?),Launch (JG?),
5533,41,"f, F+3 or f, f, f+3 (Close)","m (TJ)(, (throw))","13(,5,5)",17a(18~) js13~,-12,Throw(Launch),Throw(Launch),
5534,41,"f, F+3 or f, f, f+3",m (TJ),13,17a(18~) js13~,-12,KND,KND,
5535,41,"f, F+4",h,25,16(17~) pc6~15,-11,KND,KND,Power crush
5536,41,"f, b+2",h (throw),"20(,35)",14(14~),-4,Throw(KND) +13,Throw(KND) +13,
5537,41,"f, f, f+2 or WR+2",m,20,20,4,KND,KND,Wall bounce
5538,41,WS+1,m,16,15,-2,4,12,
5539,41,WS+2,m,21,16,-17,CS,CS,
5540,41,WS+3,m,16,13,-11,0,0,
5541,41,"WS+3, 3","m, m","16,20",13,-15,KND,KND,
5542,41,WS+4,m,16,11~12,-6~-5,+5~+6,+5~+6,
5543,41,"FC+d/f, d, D/F+3",l (SNK),24,16~20d (19~) cs1~15 ar7~,-23~-19,KND,KND,
5544,41,BT 2,m,15,14,-3,KND,KND,
5545,41,"d/f, d/f or From special move (to SNK)",(SNK),,14,,,,
5546,41,SNK 1,h(SNK),10,12(27~),-1,5,12,
5547,41,SNK 2,m,20,15~16 (30~),-9~-8,+7~+8,KND,
5548,41,SNK 3 (Close),"m (TJ)(, (throw))","13(,5,5)",20a(35~) js14~,-12,Throw(Launch),Throw(Launch),
5549,41,SNK 3,m (TJ),13,20a(35~) js14~,-12,KND,KND,
5550,41,SNK 4,l,23,26(41~) cs6~,-19,KND,KND,
5551,41,SNK 1+2,m(Throw),30,27(42~),Throw(KND),Throw(KND),Throw(KND),
5552,41,1,h,7,10,1,8,8,
5553,41,2,h,10,10,0,6,6,
5554,41,3,h,20,14,-8,3,3,
5555,41,4,h,16,11,-10,1,KND,
5556,41,f+1,h,7,10,1,8,8,
5557,41,f+2,h,12,12,-8,-2,-2,
5558,41,f+3,m (TJ),17,21 js13~,-5~-4,+6~+7,KND,
5559,41,f+4,h,17,15,-2,+15k,KND,"Tail spin, Homing"
5560,41,d/f+1,m,12,13~14,-1~-2,+5~+6,+5~+6,
5561,41,d/f+2,m,13,15~16,-7~-6,Launch (JG?)(+4a),Launch (JG?),
5562,41,d/f+3,m,20,17,-9,+12kg,+12kg,"Tail spin, Homing"
5563,41,d/f+4,m,16,14,-9,2,2,
5564,41,d+1,Sm (TC),5,10s cs4~,-5,6,6,
5565,41,d+2,m?,18,18~19,-6~-5,+8~+9,+8~+9,
5566,41,d+3,l (TC),14,16~17s cs6~,-14~-13,0~+1,0~+1,
5567,41,d+4,l,13,19,-12,1,1,
5568,41,d+3+4,l (TC),7,12s cs4~,-13,-2,-2,
5569,41,d/b+1,Sm (TC),5,10s cs4~,-5,6,6,
5570,41,d/b+2,m,11,14,-10,1,1,
5571,41,d/b+3,l,15,20~21,-17~-16,-6~-5,-6~-5,
5572,41,d/b+4,h,30,20 cs6~,-13,KND,KND,
5573,41,b+1,m,18,19~20,-9~-8s,+3~+4s,KND,
5574,41,b+2,h,10,10,1,7,7,
5575,41,b+3,m,20,18~19,0~+1s,+3~+4s,KND,
5576,41,b+4,m,20,17,-15,2,KND,
5577,41,u/b or u or u/f+1,m (TJ),12,18 js9~,-8,3,3,
5578,41,u/b or u or u/f+2,h,17,15~16,-12~-11,+9~+10g,+9~+10g,
5579,41,u/b+3,m (TJ),16,25~26 js9~,-7~-6,+4~+5,+4~+5,
5580,41,u+3,m (TJ),21,25~26 js9~,-7~-6,KND,KND,
5581,41,u/f+3,m (TJ),22,25~26 js9~,-7~-6,KND,KND,
5582,41,u/b or u or u/f+4,m (TJ),13,15~17 js9~,-13~-11,Launch (JG?),Launch (JG?),
5583,41,"u/f, n+4",m,25,"23(29,35) js9~33",-11(-13),Launch (JG?),Launch (JG?),
5584,41,WS+1,m,16,15,-2,4,12,
5585,41,WS+2,m,21,16,-17,CS,CS,
5586,41,WS+3,m,16,13,-11,0,0,
5587,41,WS+4,m,16,11~12,-6~-5,+5~+6,+5~+6,
5588,41,FC+1,Sm (TC),5,10s cs1~,-5,6,6,
5589,41,FC+2,Sm (TC),8,11s cs1~,-4,7,7,
5590,41,FC+3,l (TC),12,16s cs1~,-17,-3,-3,
5591,41,FC+4,l (TC),10,12s cs1~,-15,-4,-4,
5592,41,SS+1,h,7,10(11~),1,8,8,
5593,41,SS+2,h,10,10(11~),1,7,7,
5594,41,SS+3,h,20,14(15~),-8,+13g,+13g,
5595,41,SS+4,h,16,11(12~),-9,2,KND,
5596,41,BT 1,h,15,8,-8,3,3,
5597,41,BT 2,m,15,14,-3,KND,KND,
5598,41,BT 3 or 4,h,25,10,-8,KND,KND,
5599,41,BT d+1 or 2,Sm,10,10s cs1~,-2,9,9,
5600,41,BT d+3 or 4,l,12,10s cs1~,-11,3,3,
5601,42,in rage 1+2 or WS+1+2,h,55,13 pc8~,-3,KND,KND,Rage art
5602,42,in rage d/f+3+4,"(Special), (Special) (TC)",,13 8~,,,,Rage drive
5603,42,in rage d/f+2+3,"m, m","14,21",14,7,JG,JG,Rage drive
5604,42,in rage D/f+2+3,"m, m (DUK)","14,21",14,+15g,JG,JG,Rage drive
5605,42,"in rage d/f+3+4, 1+2","(Special), m x 5","10*4,19","15,(35~) cs1~",+1 (wl+7),KND,KND,Rage art
5606,42,1,h,7,10,1,8,8,
5607,42,"1, 1","h, h","7,7",10,-3,3,3,
5608,42,"1, 1, 3 or 4 to Weave","h, h, (Special)","7,7",10,-6,0,0,
5609,42,"1, 1, 2","h, h, h","7,7,15",10,-7~-6,+4~+5,+4~+5,
5610,42,"1, 1, 2, f+3 or f+4","h, h, h (DUK)","7,7,15",10,-3,8,8,
5611,42,"1, 1, 2, 3 or 4 to Weave","h, h, h, (Special)","7,7,15",10,-3,8,8,
5612,42,"1, 1, 2, b+3 or b+4 to Sway","h, h, h, (Sway)","7,7,15",10,-5,6,6,
5613,42,"1, 1, d+1","h, h, m","7,7,15",10,-6,0,5,
5614,42,"1, 1, d+1, B","h, h, m, (FLK)","7,7,15",10,0,6,11,
5615,42,"1, 1, d+1, B, d/b (Cancel)","h, h, m, (FLK)","7,7,15",10s,-2,4,9,
5616,42,"1, 2","h, h","7,10",10,-2,6,6,
5617,42,"1, 2, 3 or 4 to Weave","h, h, (Special)","7,10",10,-4,4,4,
5618,42,"1, 2, 1","h, h, h","7,10,15",10,-3,3,3,
5619,42,"1, 2, 1, F","h, h, h, (Special)","7,10,15",10,-2,4,4,
5620,42,"1, 2, 1, B","h, h, h, (FLK)","7,10,15",10,-1,5,5,
5621,42,"1, 2, 1, B, d/b (Cancel)","h, h, h, (FLK)","7,10,15",10s,-3,3,3,
5622,42,"1, 2, 1, 3 or 4 to Weave","h, h, h, (Special)","7,10,15",10,-6,0,0,
5623,42,"1, 2, 1, 2","h, h, h, m","7,10,15,15",10,-10~-9,KND,KND,
5624,42,"1, 2, 1, 2","h, h, h, m, (Special)","7,10,15,15",10,-6~-5,KND,KND,
5625,42,"1, 2, 1, d+2","h, h, h, l (TC)","7,10,15,19",cs10~,-12~-11,+1~+2s,KND,
5626,42,"1, 2, 1, d+2, d","h, h, h, l (TC)","7,10,15,19",s cs10~,-12~-11,+1~+2s,KND,
5627,42,"1, d+1","h, m","7,15",10~,-6,0,5,
5628,42,"1, d+1, B","h, m, (FLK)","7,15",10~,0,6,11,
5629,42,"1, d+1, B, d/b (Cancel)","h, m, (FLK)","7,15",10~ RC,-2,4,9,
5630,42,2,h,12,12,-1,5,5,
5631,42,"2, 1","h, h","12,14",12,-5,6,6,
5632,42,"2, 1, F","h, h, (Special)","12,14",12,3,+14 GB,14,
5633,42,"2, 1, B","h, h, (FLK)","12,14",12,3,+14 GB,14,
5634,42,"2, 1, B, d/b (Cancel)","h, h, (FLK)","12,14",12 RC,2,+13 GB,13,
5635,42,"2, 1, 2","h, h, m","12,14,22",12,-11,KND,KND,
5636,42,f+2,m?,11,21~22,-6~-5,+5~+6,+5~+6,
5637,42,"f+2, 1","m, h","11,12",21~22,-5,-1,-1,
5638,42,"f+2, 1, F","m, h, (Special)","11,12",21~22,0,4,4,
5639,42,"f+2, 1, B","m, h, (FLK)","11,12",21~22,1,5,5,
5640,42,"f+2, 1, B, d/b (Cancel)","m, h, (FLK)","11,12",21~22 RC,0,4,4,
5641,42,"f+2, 1~2","m, m","11,20",21,-9,KND,KND,
5642,42,f+1+2,mh,"10,12","15~16, 23~25",-14~-12,-3~-1,-3~-1,
5643,42,"f+1+2, 2","mh, m","10,12,20","15~16, 23~25",-13~-12,KND,KND,
5644,42,d/f+1,m,12,13~14,-2~-1,+5~+6,+5~+6,
5645,42,"d/f+1, 3 or 4 to Weave","m, (Special)",12,13~14,-7~-6,0~+1,0~+1,
5646,42,"d/f+1, 2","m, h","12,13",13~14,-6,3,5,
5647,42,"d/f+1, 2, 3 or 4 to Weave (Cancel)","m, (Special)",12,13~14,-16~-15,-9~-8,-9~-8,
5648,42,"d/f+1, 2~1","m, h","12,20",13~14,-2~-1,+2~+3,CS,
5649,42,d/f+12~1 B,"m, h, (FLK)","12,20",13~14,0~+1,+4~+5,CS,
5650,42,"d/f+1, 2~2","m, m","12,20",13~14,-9,KND,KND,
5651,42,"d/f+1, 2~f+1+2","m, hh","12,8,12",13~14,-3,0,0(+3),
5652,42,"d/f+1, 2~f+1+2 , 3 or 4 to Weave","m, hh, (Special)","12,8,12",13~14,-4,-1,-1(+2),
5653,42,d/f+2,m,18,16~17,-11~-10,+6~+7,CS,Homing
5654,42,"d/f+2, 3 or 4 to Weave","m, (Special)",18,16~17,-7~-6,+10~+11,CS,Homing
5655,42,d/f+1+2,mm,"14,21","14,24~25",-12~-11,KND,KND,
5656,42,d/f+1+2 (Second hit miss),m,14,14,-23,-12s,-12s,
5657,42,d+1,l (TC),14,16s cs6~,-13,0,0,
5658,42,d+2,l (TC),13,17 cs6~,-18,-5,-5,
5659,42,"d+2, 1","l (TC), m","13,8",17 6~,-11~-10,-5~-4,0~+1,
5660,42,"d+2, 1, 3 or 4 to Weave","l (TC), m, (Special)","13,8",17 6~,-6~-5,0~+1,+5~+6,
5661,42,"d+2, 1, 2","l (TC), m, h","13,8,17",17 6~,-2~-1,KND,CS,
5662,42,d+2~n+1,m,15,29~30,-4~-3,+7~+8,+7~+8,
5663,42,"d+2~n+1, 3 or 4 to Weave","m, (Special)",15,29~30,-6~-5,+5~+6,+5~+6,
5664,42,"d+2~n+1, f+2","m, h","15,17",29~30,-2~-1,KND,CS,
5665,42,"d+2~n+1 , 2","m, m","15,20",29~30,-13~-12,+3~+4s,KND,
5666,42,d/b+2 or FC+d/b+2,l (TC),21,26~27 cs6or1~,-12~-11,+1~+2s,KND,
5667,42,"d/b+2, d/b or D",l (TC),21,26~27s cs6or1~,-12~-11,+1~+2s,KND,
5668,42,d/b+3,l,10,16,-15,1,1,
5669,42,"d/b+3, 2","l, h","10,16",16,-7~-6,KND,KND,
5670,42,d/b+1+2,m,21,36~37 pc8~35,-18~-17,+24~+25,+24~+25,Power crush
5671,42,b+1,h,17,13~14,-14~-13,+2~+3,CS,
5672,42,"b+1, B","h, (FLK)",17,13~14,-1~0,+9~+10,CS,
5673,42,"b+1, B, d/b (Cancel)","h, (FLK)",17,13~14s,-3~-2,+7~+8,CS,
5674,42,"b+1, 2","h, h","17,9",13,-5,+19k,+19k,
5675,42,"b+1, 2, F","h, h, (PAB)","17,10",13~14,-6~-5,+5~+6,+5~+6,
5676,42,"b+1, d+2","h, l (TC)","17,10",cs12~,-12~-10,+1~+1,-1~+1,
5677,42,"b+1, d+2, f","h, l (TC), (PAB)","17,10",12~,-10~-8,+1~+3,+1~+3,
5678,42,"b+1, d+2, 1","h, l (TC), m","17,10,20",12~,-9~-7,KND,KND,
5679,42,b+2,m?,20,17~18,-13~-12,CS,CS,
5680,42,b+1+2,Absorbs 1 h/m hit,,2~,,,,
5681,42,When parry successful 1,m,30,14~16,-12~-10,CS,Launch,
5682,42,u/f+1,m (TJ),18,19~21 js9~,-6~-4,+5~+7,+5~+7,
5683,42,u or u/f+2,m (TJ),20,22~25 js9~,-14~-11,KND,KND,
5684,42,u or u/f+3,l (TJ),20,36~37 js9~35,-12~-11,+9~+10,+9~+10,
5685,42,"u or u/f+3, 2","l (TJ), h","20,16",36~37 9~35,-7~-6,KND,KND,
5686,42,u or u/f+4,m (TJ),20,23~24 js9~,-14~-13,Launch (JG?),Launch (JG?),
5687,42,"f, F+2",m,24,14~17 (15~),-13~-10s,KND,KND,
5688,42,qcf+1,m,21,16(16~),-10,KND,KND,
5689,42,"qcf+1, B","m, (FLK)",21,16(16~),-3,KND,KND,
5690,42,"qcf+1, B, d/b (Cancel)","m, (FLK)",21,16s(16~),-4,KND,KND,
5691,42,"qcb, f+2+3",!,70,66~69 (66~),KND,KND,KND,
5692,42,"f, f, f+2",m (TJ),30,20~24 (23~) js9~,+9~+13g,KND,KND,
5693,42,WR+1,l (TC),23,16(49~) cs6~,-12,KND,KND,
5694,42,WS+1,m,12,11~12,-3~-2,+3~+4,+8~+9,
5695,42,"WS+1, 1","m, h","12,7",11~12,-3,3,3,
5696,42,"WS+1, 1,","m, h, (Special)","12,7",11~12,-6,0,0,
5697,42,"WS+1, 2","m, m","12,20",11~12,-13~-12,+3~+4s,KND,
5698,42,WS+2,m,17,14~16,-7~-5,+4~+6a,Launch (JG?),
5699,42,"WS+2, 3 or 4 to Weave","m, (Special)",17,14~16,-7~-5,+4~+6a,Launch (JG?),
5700,42,FC+d/f+1,"l (TC), (PAB)",12,15~16 cs1~,-12~-11,+2~+3,+2~+3,
5701,42,FC+d/f+2,m?,20,18~19,-15~-14,Launch,Launch,
5702,42,Opponent Down d+1+2,l(On grounded opponent),12,17,-11,2,2,
5703,42,2+3+4,(Special),,17,,,,
5704,42,3 (to LWV),(LWV),,17,,,,
5705,42,LWV 1,m,14,15(23~),-10,1,1,
5706,42,"LWV 1, 1","m, m","14,22",15(23~),-13~-11,KND,KND,
5707,42,"LWV 1, B","m, (FLK)",14,15(23~),-3,8,8,
5708,42,"LWV 1, B, d/b (Cancel)","m, (FLK)",14,15(23~),-4,7,7,
5709,42,"LWV 1, f+1","m, m","14,9",15(23~),-3,3,3,
5710,42,"LWV 1, f+1, 1","m, m, h","14,9,8",15(23~),3,7,CS,
5711,42,"LWV 1, f+1, 1, B","m, m, h, (FLK)","14,9,8",15(23~),4,8,CS,
5712,42,"LWV 1, f+1, 1, B, d/b (Cancel)","m, m, h, (FLK)","14,9,8",15(23~)s,2,6,CS,
5713,42,LWV 2,m,13,14~16 (22~),-5~-3,+4~+6,+4~+6,
5714,42,"LWV 2, f","m, (Special)",13,14~16 (22~),-1~+1,+8~+10,+8~+10,
5715,42,"LWV 2, 1","m, m","13,21",14~16 (22~),-8,+4s,KND,
5716,42,4 (to RWV),(RWV),,14~16 (22~),,,,
5717,42,RWV 1,m,13,14~16 (22~),-5~-3,+4~+6,+4~+6,
5718,42,"RWV 1, f","m, (Special)",13,14~16 (22~),-1~+1,+8~+10,+8~+10,
5719,42,"RWV 1, 2","m, m","13,15",14~16 (22~),-13~-11,Launch (JG?),Launch (JG?),
5720,42,RWV 2,m,22,15~16 (23~),-13~-12,KND,KND,
5721,42,3+4 (to ALB),(ALB),,15~16 (23~),,,,
5722,42,"3+4, F",(PAB),,15~16 (23~),,,,
5723,42,ALB 2,m,22,23~24,-8~-7,KND,KND,
5724,42,ALB d+2,l (TC),17,21(34) cs6~,-12,+1s,KND,
5725,42,ALB U,(Special),,21(34) 6~,,,,
5726,42,ALB D,(Special),,21(34) 6~,,,,
5727,42,"3+4, d or u, F (two spins)",(PAB),,21(34) 6~,,,,
5728,42,ALB d or U 1 (two spins),m,34,12~13 (49~50),-8~-7,KND,KND,
5729,42,ALB d or U d+1 (two spins),l (TC),30,22~23 (58~59) cs6~,-12~-11,KND,KND,
5730,42,f+3 or f+4 FC+d/f+3 or d/f+4 (to DCK),(Special) (TC)(DCK),,22~23 (58~59) 6~,,,,
5731,42,DCK 1,m,17,19~20 (25~),-7~-6,CS (10),Launch,
5732,42,DCK 2,m,15,19~21 (25~),-14~-12,Launch (JG?),Launch (JG?),
5733,42,DCK 1+2,m,3,16(22~),-6,0,0,
5734,42,"DCK 1+2, 1","m, m","3,3",16(22~),-9,2,2,
5735,42,"DCK 1+2, 1, 2","m, m, m","3,3,3",16(22~),-9,-3,-3,
5736,42,"DCK 1+2, 1, 2, 1","m, m, m, m","3,3,3,3",16(22~),-9,2,2,
5737,42,"DCK 1+2, 1, 2, 1, 2","m, m, m, m, m","3,3,3,3,3",16(22~),-9,-3,-3,
5738,42,"DCK 1+2, 1, 2, 1, 2, 1","m, m, m, m, m, m","3,3,3,3,3,3",16(22~),-9,2,2,
5739,42,"DCK 1+2, 1, 2, 1, 2, 1, 2","m, m, m, m, m, m, m","3,3,3,3,3,3,3",16(22~),-9,-3,-3,
5740,42,"DCK 1+2, 1, 2, 1, 2, 1, 2, 1","m, m, m, m, m, m, m, m","3,3,3,3,3,3,3,3",16(22~),-9,2,2,
5741,42,"DCK 1+2, 1, 2, 1, 2, 1, 2, 1, 2","m, m, m, m, m, m, m, m, m","3,3,3,3,3,3,3,3,3",16(22~),-10,-4,-4,
5742,42,"DCK 1+2, 1, 2, 1, 2, 1, 2, 1, 2, 1","m, m, m, m, m, m, m, m, m, m","3,3,3,3,3,3,3,3,3,12",16(22~),-12,Launch,Launch,
5743,42,DCK f+2,h,21,15~16 (21~),-7~-6,KND,CS,Tail spin
5744,42,"DCK f+2, 3 or 4 to Weave","h, (Special)",21,15~16 (21~),+1~+2,KND,CS,Tail spin
5745,42,"f+3, F* or f+4, F* (to Ext DCK)",(Special) (TC)(Ext DCK),,15~16 (21~),,,,
5746,42,Ext DCK 1,m,21,19~20 (50~),-7~-6,KND,Launch,
5747,42,Ext DCK 2,m,21,19~21 (50~),-14~-12,Launch,Launch,
5748,42,Ext DCK f+2,h,28,15~16 (46~),+5~+6,CS,CS,Tail spin
5749,42,"Ext DCK f+2, 3 or 4 to Weave","h, (Special)",28,15~16 (46~),+9~+10 (+15~+16),CS,CS,Tail spin
5750,42,"Ext DCK 1+2, ,,","m, , ,","3,,,",16(47~),-6,0,0,
5751,42,f+3+4 (to PAB),(PAB),,16(47~),,,,
5752,42,PAB F,(PAB),,16(47~),,,,
5753,42,PAB d/b (Cancel),(Special) (TC),,s,,,,
5754,42,PAB 1,h(PAB),10,12~13 (13~),-2~-1,+9~+10,+9~+10,
5755,42,"PAB 1, 2","h, h","10,14",12~13 (13~),0~+1,+8~+9,+8~+9,
5756,42,"PAB 1, 2, 1","h, h, m, (PAB)","10,14,21",12~13 (13~),-13~-11,+8~+10s,KND,
5757,42,PAB 2 or u/b+2,"h(Absorbs 1 h/m hit), (PAB)",19(31),14(15~),-3,+2(KND),CS,Homing
5758,42,PAB 1+2,h(Throw),45,11(12~),,Throw(KND),,
5759,42,PAB f+2,"m?, (PAB)",18,18~19 (19~),-13~-12,KND,KND,
5760,42,"PAB f+2, 1","m, m","18,25",18~19 (19~),+1~+2,KND,KND,
5761,42,PAB f+1+2,"h, (PAB)",5,15~16 (16~),+6~+7,+4~+5,+4~+5,
5762,42,PAB d/f+1,m(PAB),12,15~16 (16~),-9~-8,+2~+3,+2~+3,
5763,42,"PAB d/f+1, 1","m, m(PAB)","10,14",15~16 (16~),-10~-9,+1~+2,+1~+2,
5764,42,"PAB d/f+1, 1, 2","m, m, m(PAB)","10,14,12",15~16 (16~),-11,-3,-3,
5765,42,"PAB d/f+1, 1, 2, 1","m, m, m, m","10,14,12,20",15~16 (16~),-13,KND,KND,
5766,42,"PAB d/f+1, 2","m, h","10,20",15~16 (16~),-6~-5,KND,KND,Tail spin
5767,42,PAB d/f+2,"m, (PAB)",16,16~17 (17~),-10~-9,Launch (JG?),Launch (JG?),
5768,42,PAB d+1,"l (TC), (PAB)",12,15~16 (16~) cs6~,-12~-11,+2~+3,+2~+3,
5769,42,PAB d+2,l (TC),25,28~29s (29~) cs6~,-12~-11,+7~+8,KND,
5770,42,PAB b+1,m,15,17~18 (18~),-19~-18,-6~-5,-6~-5,
5771,42,"PAB b+1, 1","m, h","15,10",17~18 (18~),-7~-6,-1~0,-1~0,
5772,42,"PAB b+1, 1, 2","m, h, m","15,10,12",17~18 (18~),-11~-9,-5~-3,-5~-3,
5773,42,"PAB b+1, 1, 2, 1","m, h, m, m","15,10,12,21",17~18 (18~),-10,KND,KND,
5774,42,"PAB b+1, 1, 2, 1, B","m, h, m, m, (FLK)","15,10,12,21",17~18 (18~),-3,KND,KND,
5775,42,PAB b+2,m(SWY),25,28~29 (29~),-14~-13,KND,KND,Wall bounce
5776,42,PAB u or u/f+2,m (TJ),23,17~19a (18~) js9~,-15~-13,Launch,Launch,
5777,42,b+3 or b+4 (to SWY),(Special) (TC)(SWY),,17~19 (18~) 9~,,,,
5778,42,SWY 1,m,26,16~17 (22~),-1~0s,+6~+7s,KND,
5779,42,SWY 2,m (TC),30,17~18 (27~) cs1~,-18~-17,CS,CS,
5780,42,"SWY 1+2 or +d, b, f, u direction",h(Throw),0,10(20~),,Throw(+1),,
5781,42,b+3+4 (to FLIK),(FLIK),,10(20~),,,,
5782,42,"b+3+4, 3 or 4 to Weave",(Special),,10(20~),,,,
5783,42,FLIK 1,h,14,12(17~),-4,7,7,
5784,42,"FLIK 1, b+3+4 (One to three hits)","h, (ALB)",14,12,14,+25g,+25g,
5785,42,"FLIK 1, 1","h, h","14,8",12,-8,1,1,
5786,42,"FLIK 1, 1, 1","h, h, h","14,8,8",12,-9,0,0,
5787,42,"FLIK 1, 1, 1, 2","h, h, h, m","14,8,8,22",12,-7,KND,KND,
5788,42,"FLIK 1, B","h, (FLK)",14,12,-1,10,10,
5789,42,"FLIK 1, B , d/b (Cancel)","h, (FLK)",14,12s,-3,8,8,
5790,42,"FLIK 1, 1, B","h, h, (FLK)","14,8",12,-3,5,5,
5791,42,"FLIK 1, 1, B, d/b (Cancel)","h, h, (FLK)","14,8",12s,-5,3,3,
5792,42,"FLIK 1, 1, 1, B","h, h, h, (FLK)","14,8,8",12,-4,4,4,
5793,42,"FLIK 1, 1, 1, B, d/b (Cancel)","h, h, h, (FLK)","14,8,8",12s,-6,2,2,
5794,42,"FLIK 1, f+1","h, m","14,17",12,-5,0s(+9s),KND,
5795,42,"FLIK 1, d or u+1","h, h","14,23",12,0~+2,KND,CS,Tail spin
5796,42,FLIK 2,m,21,18~19 (23~),-5,KND,KND,
5797,42,FLIK 1+2,h(Throw),40,12(17~),,Throw(KND),,
5798,42,FLIK b+2,h,27,14~15 (19~) pc8~13,-10~-9,KND,KND,Power crush
5799,42,FLIK f+3+4,(PAB),,14~15 (19~) 8~13,,,,
5800,42,FLIK b+1+2,Absorbs 1 h/m hit,,2~,,,,
5801,42,FLIK etc,,,2~,,,,
5802,43,in rage b+1+2 or WS+b+1+2 or AOP b+1+2,m,55,20 pc8~17,-27,KND,KND,Rage art
5803,43,"in rage RDS d+3, 3+4","l, m, (Special)","7,10",js11~,-4~-3,KND,KND,"Rage drive, Tail spin"
5804,43,1,h,7,10,1,8,8,
5805,43,"1, 2","h, h","7,8",10,-1,5,5,
5806,43,"1, 2, 1","h, h, m","7,8,20",10,-9~-8,KND,KND,
5807,43,"1, D+2","h, m","7,10",10,-4~-1,+7~+10,+9~+12,
